"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Adderall","57844-117-01","1.875 mg/1,                         1.875  mg/1,                         1.875  mg/1,                         1.875  mg/1","TABLET","ORAL","ANDA040422","Teva Pharmaceuticals USA, Inc.","57844-117","Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate","AMPHETAMINE ASPARTATE MONOHYDRATE;  AMPHETAMINE SULFATE;  DEXTROAMPHETAMINE SACCHARATE;  DEXTROAMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","03/03/2015","N/A","ANDA","100 TABLET in 1 BOTTLE (57844-117-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Adderall","57844-120-01","5 mg/1,                         5  mg/1,                         5  mg/1,                         5  mg/1","TABLET","ORAL","ANDA040422","Teva Pharmaceuticals USA, Inc.","57844-120","Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate","AMPHETAMINE ASPARTATE MONOHYDRATE;  AMPHETAMINE SULFATE;  DEXTROAMPHETAMINE SACCHARATE;  DEXTROAMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","02/11/2014","N/A","ANDA","100 TABLET in 1 BOTTLE (57844-120-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Adderall","57844-130-01","7.5 mg/1,                         7.5  mg/1,                         7.5  mg/1,                         7.5  mg/1","TABLET","ORAL","ANDA040422","Teva Pharmaceuticals USA, Inc.","57844-130","Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate","AMPHETAMINE ASPARTATE MONOHYDRATE;  AMPHETAMINE SULFATE;  DEXTROAMPHETAMINE SACCHARATE;  DEXTROAMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","02/06/2014","N/A","ANDA","100 TABLET in 1 BOTTLE (57844-130-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Adzenys XR-ODT","70165-005-30","3.1 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics Brands, LLC","70165-005","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","02/16/2016","N/A","NDA","30 BLISTER PACK in 1 CARTON (70165-005-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Adzenys XR-ODT","70165-010-30","6.3 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics Brands, LLC","70165-010","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","02/16/2016","N/A","NDA","30 BLISTER PACK in 1 CARTON (70165-010-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Adzenys XR-ODT","70165-015-30","9.4 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics Brands, LLC","70165-015","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","02/16/2016","N/A","NDA","30 BLISTER PACK in 1 CARTON (70165-015-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Adzenys XR-ODT","70165-020-30","12.5 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics Brands, LLC","70165-020","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","02/16/2016","N/A","NDA","30 BLISTER PACK in 1 CARTON (70165-020-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Adzenys XR-ODT","70165-025-30","15.7 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics Brands, LLC","70165-025","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","02/16/2016","N/A","NDA","30 BLISTER PACK in 1 CARTON (70165-025-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Adzenys XR-ODT","70165-030-30","18.8 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics Brands, LLC","70165-030","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","02/16/2016","N/A","NDA","30 BLISTER PACK in 1 CARTON (70165-030-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine","0480-3315-65","3.1 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","ANDA209253","Teva Pharmaceuticals, Inc.","0480-3315","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","12/08/2025","N/A","ANDA","30 BLISTER PACK in 1 CARTON (0480-3315-65)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine","0480-3316-65","6.3 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","ANDA209253","Teva Pharmaceuticals, Inc.","0480-3316","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","12/08/2025","N/A","ANDA","30 BLISTER PACK in 1 CARTON (0480-3316-65)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine","0480-3317-65","9.4 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","ANDA209253","Teva Pharmaceuticals, Inc.","0480-3317","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","12/08/2025","N/A","ANDA","30 BLISTER PACK in 1 CARTON (0480-3317-65)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine","0480-3318-65","12.5 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","ANDA209253","Teva Pharmaceuticals, Inc.","0480-3318","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","12/08/2025","N/A","ANDA","30 BLISTER PACK in 1 CARTON (0480-3318-65)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine","0480-3319-65","15.7 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","ANDA209253","Teva Pharmaceuticals, Inc.","0480-3319","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","12/08/2025","N/A","ANDA","30 BLISTER PACK in 1 CARTON (0480-3319-65)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine","0480-3320-65","18.8 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","ANDA209253","Teva Pharmaceuticals, Inc.","0480-3320","Amphetamine","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","12/08/2025","N/A","ANDA","30 BLISTER PACK in 1 CARTON (0480-3320-65)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Extended-Release","62542-005-30","3.1 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics, LP","62542-005","Amphetamine Extended-Release","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","09/01/2025","N/A","NDA AUTHORIZED GENERIC","30 BLISTER PACK in 1 CARTON (62542-005-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Extended-Release","62542-010-30","6.3 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics, LP","62542-010","Amphetamine Extended-Release","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","09/01/2025","N/A","NDA AUTHORIZED GENERIC","30 BLISTER PACK in 1 CARTON (62542-010-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Extended-Release","62542-015-30","9.4 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics, LP","62542-015","Amphetamine Extended-Release","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","09/01/2025","N/A","NDA AUTHORIZED GENERIC","30 BLISTER PACK in 1 CARTON (62542-015-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Extended-Release","62542-020-30","12.5 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics, LP","62542-020","Amphetamine Extended-Release","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","09/01/2025","N/A","NDA AUTHORIZED GENERIC","30 BLISTER PACK in 1 CARTON (62542-020-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Extended-Release","62542-025-30","15.7 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics, LP","62542-025","Amphetamine Extended-Release","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","09/01/2025","N/A","NDA AUTHORIZED GENERIC","30 BLISTER PACK in 1 CARTON (62542-025-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Extended-Release","62542-030-30","18.8 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","NDA204326","Neos Therapeutics, LP","62542-030","Amphetamine Extended-Release","AMPHETAMINE","HUMAN PRESCRIPTION DRUG","09/01/2025","N/A","NDA AUTHORIZED GENERIC","30 BLISTER PACK in 1 CARTON (62542-030-30)  / 6 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Sulfate","0406-1219-01","5 mg/1","TABLET","ORAL","ANDA213583","SpecGx LLC","0406-1219","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","02/28/2021","N/A","ANDA","100 TABLET in 1 BOTTLE (0406-1219-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Sulfate","0406-1220-01","10 mg/1","TABLET","ORAL","ANDA213583","SpecGx LLC","0406-1220","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","02/28/2021","N/A","ANDA","100 TABLET in 1 BOTTLE (0406-1220-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"AMPHETAMINE SULFATE","0527-2524-37","5 mg/1","TABLET","ORAL","ANDA212901","Lannett Company, Inc.","0527-2524","amphetamine sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","06/01/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (0527-2524-37)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"AMPHETAMINE SULFATE","0527-2525-37","10 mg/1","TABLET","ORAL","ANDA212901","Lannett Company, Inc.","0527-2525","amphetamine sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","06/01/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (0527-2525-37)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Sulfate","13107-259-01","5 mg/1","TABLET","ORAL","ANDA211639","Aurolife Pharma, LLC","13107-259","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","01/31/2019","N/A","ANDA","100 TABLET in 1 BOTTLE (13107-259-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Sulfate","13107-260-01","10 mg/1","TABLET","ORAL","ANDA211639","Aurolife Pharma, LLC","13107-260","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","01/31/2019","N/A","ANDA","100 TABLET in 1 BOTTLE (13107-260-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Sulfate","42806-029-01","5 mg/1","TABLET","ORAL","ANDA213980","Epic Pharma LLC","42806-029","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","09/18/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (42806-029-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Sulfate","42806-030-01","10 mg/1","TABLET","ORAL","ANDA213980","Epic Pharma LLC","42806-030","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","09/18/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (42806-030-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"AMPHETAMINE SULFATE","43547-457-10","5 mg/1","TABLET","ORAL","ANDA211861","Solco Healthcare US, LLC","43547-457","amphetamine sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","04/02/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (43547-457-10)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"AMPHETAMINE SULFATE","43547-458-10","10 mg/1","TABLET","ORAL","ANDA211861","Solco Healthcare US, LLC","43547-458","amphetamine sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","04/02/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (43547-458-10)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine sulfate","43598-897-01","5 mg/1","TABLET","ORAL","ANDA212582","DR. REDDY'S LABORATORIES INC","43598-897","Amphetamine Sulfate Tablets","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","03/01/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (43598-897-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine sulfate","43598-898-01","10 mg/1","TABLET","ORAL","ANDA212582","DR. REDDY'S LABORATORIES INC","43598-898","Amphetamine Sulfate Tablets","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","03/01/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (43598-898-01)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Sulfate","52536-057-03","5 mg/1","TABLET","ORAL","ANDA200166","Wilshire Pharmaceuticals, Inc.","52536-057","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","01/07/2021","N/A","ANDA","30 TABLET in 1 BOTTLE (52536-057-03)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2027"
"Amphetamine Sulfate","52536-059-03","10 mg/1","TABLET","ORAL","ANDA200166","Wilshire Pharmaceuticals, Inc.","52536-059","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","01/07/2021","N/A","ANDA","30 TABLET in 1 BOTTLE (52536-059-03)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2027"
"Amphetamine Sulfate","57664-062-88","5 mg/1","TABLET","ORAL","ANDA214574","Sun Pharmaceutical Industries, Inc.","57664-062","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","01/27/2021","N/A","ANDA","100 TABLET in 1 BOTTLE (57664-062-88)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
"Amphetamine Sulfate","57664-075-88","10 mg/1","TABLET","ORAL","ANDA214574","Sun Pharmaceutical Industries, Inc.","57664-075","Amphetamine Sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","01/27/2021","N/A","ANDA","100 TABLET in 1 BOTTLE (57664-075-88)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2026"
