"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Clonidine","50742-247-60",".1 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA209675","Ingenus Pharmaceuticals, LLC","50742-247","clonidine","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/05/2019","N/A","ANDA","60 TABLET, EXTENDED RELEASE in 1 BOTTLE (50742-247-60)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine","50742-247-30",".1 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA209675","Ingenus Pharmaceuticals, LLC","50742-247","clonidine","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/05/2019","N/A","ANDA","30 TABLET, EXTENDED RELEASE in 1 BOTTLE (50742-247-30)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine","50742-247-05",".1 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA209675","Ingenus Pharmaceuticals, LLC","50742-247","clonidine","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/05/2019","N/A","ANDA","500 TABLET, EXTENDED RELEASE in 1 BOTTLE (50742-247-05)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine","52817-375-30",".17 mg/1","TABLET, EXTENDED RELEASE","ORAL","NDA022500","TruPharma, LLC","52817-375","Clonidine","CLONIDINE","HUMAN PRESCRIPTION DRUG","01/11/2024","N/A","NDA AUTHORIZED GENERIC","30 TABLET, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (52817-375-30)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine","68134-603-30",".17 mg/1","TABLET, EXTENDED RELEASE","ORAL","NDA022500","PALMETTO PHARMACEUTICALS INC.","68134-603","Clonidine","CLONIDINE","HUMAN PRESCRIPTION DRUG","03/01/2022","N/A","NDA AUTHORIZED GENERIC","30 TABLET, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (68134-603-30)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine","75907-023-48",".1 mg/24h","PATCH, EXTENDED RELEASE","TRANSDERMAL","ANDA079090","Dr. Reddy's Labratories Inc.","75907-023","CLONIDINE","CLONIDINE","HUMAN PRESCRIPTION DRUG","02/10/2024","N/A","ANDA","4 POUCH in 1 CARTON (75907-023-48)  / 1 PATCH in 1 POUCH (75907-023-11)  / 24 h in 1 PATCH","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine","75907-024-48",".2 mg/24h","PATCH, EXTENDED RELEASE","TRANSDERMAL","ANDA079090","Dr. Reddy's Labratories Inc.","75907-024","CLONIDINE","CLONIDINE","HUMAN PRESCRIPTION DRUG","02/10/2024","N/A","ANDA","4 POUCH in 1 CARTON (75907-024-48)  / 1 PATCH in 1 POUCH (75907-024-11)  / 24 h in 1 PATCH","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine","75907-025-48",".3 mg/24h","PATCH, EXTENDED RELEASE","TRANSDERMAL","ANDA079090","Dr. Reddy's Labratories Inc.","75907-025","CLONIDINE","CLONIDINE","HUMAN PRESCRIPTION DRUG","02/10/2024","N/A","ANDA","4 POUCH in 1 CARTON (75907-025-48)  / 1 PATCH in 1 POUCH (75907-025-11)  / 24 h in 1 PATCH","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"CLONIDINE HCI","51662-1346-1","100 ug/mL","INJECTION, SOLUTION","INTRAVENOUS","ANDA200300","HF Acquisition Co LLC, DBA HealthFirst","51662-1346","CLONIDINE HCI","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/23/2018","N/A","ANDA","1 VIAL, SINGLE-USE in 1 BOX (51662-1346-1)  / 10 mL in 1 VIAL, SINGLE-USE","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0143-9723-01","500 ug/mL","INJECTION, SOLUTION","INTRAVENOUS","ANDA200300","Hikma Pharmaceuticals USA Inc.","0143-9723","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2011","N/A","ANDA","10 mL in 1 VIAL, SINGLE-USE (0143-9723-01)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0143-9724-01","100 ug/mL","INJECTION, SOLUTION","INTRAVENOUS","ANDA200300","Hikma Pharmaceuticals USA Inc.","0143-9724","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2011","N/A","ANDA","10 mL in 1 VIAL, SINGLE-USE (0143-9724-01)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0228-2127-50",".1 mg/1","TABLET","ORAL","ANDA070974","Actavis Pharma, Inc.","0228-2127","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/03/1995","N/A","ANDA","500 TABLET in 1 BOTTLE (0228-2127-50)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0228-2127-10",".1 mg/1","TABLET","ORAL","ANDA070974","Actavis Pharma, Inc.","0228-2127","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/03/1995","N/A","ANDA","100 TABLET in 1 BOTTLE (0228-2127-10)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0228-2128-50",".2 mg/1","TABLET","ORAL","ANDA070975","Actavis Pharma, Inc.","0228-2128","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/03/1995","N/A","ANDA","500 TABLET in 1 BOTTLE (0228-2128-50)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0228-2128-10",".2 mg/1","TABLET","ORAL","ANDA070975","Actavis Pharma, Inc.","0228-2128","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/03/1995","N/A","ANDA","100 TABLET in 1 BOTTLE (0228-2128-10)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0228-2129-10",".3 mg/1","TABLET","ORAL","ANDA070976","Actavis Pharma, Inc.","0228-2129","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/03/1995","N/A","ANDA","100 TABLET in 1 BOTTLE (0228-2129-10)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0228-4241-06",".1 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA203320","Actavis Pharma, Inc.","0228-4241","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/17/2015","N/A","ANDA","60 TABLET, EXTENDED RELEASE in 1 BOTTLE (0228-4241-06)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0615-2572-39",".1 mg/1","TABLET","ORAL","ANDA070974","NCS HealthCare of KY, LLC dba Vangard Labs","0615-2572","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/06/2019","N/A","ANDA","30 TABLET in 1 BLISTER PACK (0615-2572-39)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0615-2572-10",".1 mg/1","TABLET","ORAL","ANDA070974","NCS HealthCare of KY, LLC dba Vangard Labs","0615-2572","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/01/2022","N/A","ANDA","10 TABLET in 1 BLISTER PACK (0615-2572-10)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0615-2572-05",".1 mg/1","TABLET","ORAL","ANDA070974","NCS HealthCare of KY, LLC dba Vangard Labs","0615-2572","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/25/2020","N/A","ANDA","15 TABLET in 1 BLISTER PACK (0615-2572-05)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0615-2574-39",".3 mg/1","TABLET","ORAL","ANDA070976","NCS HealthCare of KY, LLC dba Vangard Labs","0615-2574","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/07/2019","N/A","ANDA","30 TABLET in 1 BLISTER PACK (0615-2574-39)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0615-8272-39",".2 mg/1","TABLET","ORAL","ANDA070975","NCS HealthCare of KY, LLC dba Vangard Labs","0615-8272","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/06/2019","N/A","ANDA","30 TABLET in 1 BLISTER PACK (0615-8272-39)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0904-7442-61",".1 mg/1","TABLET","ORAL","ANDA077901","Major Pharmaceuticals","0904-7442","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/31/2024","N/A","ANDA","100 BLISTER PACK in 1 CARTON (0904-7442-61)  / 1 TABLET in 1 BLISTER PACK","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","0904-7443-61",".2 mg/1","TABLET","ORAL","ANDA077901","Major Pharmaceuticals","0904-7443","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","11/21/2025","N/A","ANDA","100 BLISTER PACK in 1 CARTON (0904-7443-61)  / 1 TABLET in 1 BLISTER PACK","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine hydrochloride","27241-108-06",".1 mg/1","TABLET, EXTENDED RELEASE","ORAL","ANDA209686","Ajanta Pharma USA Inc.","27241-108","Clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","11/21/2017","N/A","ANDA","60 TABLET, EXTENDED RELEASE in 1 BOTTLE (27241-108-06)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-135-05",".1 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-135","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","500 TABLET in 1 BOTTLE, PLASTIC (29300-135-05)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-135-01",".1 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-135","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","100 TABLET in 1 BOTTLE, PLASTIC (29300-135-01)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-135-50",".1 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-135","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","5000 TABLET in 1 BOTTLE, PLASTIC (29300-135-50)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-135-10",".1 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-135","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","1000 TABLET in 1 BOTTLE, PLASTIC (29300-135-10)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-136-01",".2 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-136","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","100 TABLET in 1 BOTTLE, PLASTIC (29300-136-01)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-136-50",".2 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-136","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","5000 TABLET in 1 BOTTLE, PLASTIC (29300-136-50)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-136-10",".2 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-136","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","1000 TABLET in 1 BOTTLE, PLASTIC (29300-136-10)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-136-05",".2 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-136","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","500 TABLET in 1 BOTTLE, PLASTIC (29300-136-05)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-137-10",".3 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-137","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","1000 TABLET in 1 BOTTLE, PLASTIC (29300-137-10)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-137-05",".3 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-137","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","500 TABLET in 1 BOTTLE, PLASTIC (29300-137-05)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-137-01",".3 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-137","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","100 TABLET in 1 BOTTLE, PLASTIC (29300-137-01)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-137-25",".3 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-137","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/21/2009","N/A","ANDA","2500 TABLET in 1 BOTTLE, PLASTIC (29300-137-25)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-468-05",".1 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-468","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/24/2020","N/A","ANDA","500 TABLET in 1 BOTTLE, PLASTIC (29300-468-05)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-468-10",".1 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-468","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/24/2020","N/A","ANDA","1000 TABLET in 1 BOTTLE, PLASTIC (29300-468-10)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-468-01",".1 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-468","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/24/2020","N/A","ANDA","100 TABLET in 1 BOTTLE, PLASTIC (29300-468-01)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","29300-468-50",".1 mg/1","TABLET","ORAL","ANDA078895","Unichem Pharmaceuticals (USA), Inc.","29300-468","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/24/2020","N/A","ANDA","5000 TABLET in 1 BOTTLE, PLASTIC (29300-468-50)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","43063-817-60",".1 mg/1","TABLET","ORAL","ANDA078895","PD-Rx Pharmaceuticals, Inc.","43063-817","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/18/2017","N/A","ANDA","60 TABLET in 1 BOTTLE, PLASTIC (43063-817-60)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","43063-817-30",".1 mg/1","TABLET","ORAL","ANDA078895","PD-Rx Pharmaceuticals, Inc.","43063-817","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/18/2017","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (43063-817-30)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","43063-817-15",".1 mg/1","TABLET","ORAL","ANDA078895","PD-Rx Pharmaceuticals, Inc.","43063-817","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/24/2019","N/A","ANDA","15 TABLET in 1 BOTTLE, PLASTIC (43063-817-15)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","43063-817-08",".1 mg/1","TABLET","ORAL","ANDA078895","PD-Rx Pharmaceuticals, Inc.","43063-817","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/04/2019","N/A","ANDA","8 TABLET in 1 BOTTLE, PLASTIC (43063-817-08)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","43063-924-90",".3 mg/1","TABLET","ORAL","ANDA078895","PD-Rx Pharmaceuticals, Inc.","43063-924","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/02/2019","N/A","ANDA","90 TABLET in 1 BOTTLE, PLASTIC (43063-924-90)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","43063-924-30",".3 mg/1","TABLET","ORAL","ANDA078895","PD-Rx Pharmaceuticals, Inc.","43063-924","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/03/2020","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (43063-924-30)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"clonidine hydrochloride","43063-925-30",".2 mg/1","TABLET","ORAL","ANDA078895","PD-Rx Pharmaceuticals, Inc.","43063-925","clonidine hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/07/2019","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (43063-925-30)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
"Clonidine Hydrochloride","43353-316-09",".3 mg/1","TABLET","ORAL","ANDA070976","Aphena Pharma Solutions - Tennessee, LLC","43353-316","Clonidine Hydrochloride","CLONIDINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","05/03/2017","N/A","ANDA","9000 TABLET in 1 BOTTLE (43353-316-09)","Adrenergic alpha2-Agonists [MoA],  Central alpha-2 Adrenergic Agonist [EPC]","N/A","No","12/31/2026"
